budget,genres,id,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,vote_average,vote_count,profit,roi,movie_category,genres_list,release_year
57000000.0,"[{""id"": 14, ""name"": ""Fantasy""}]",8840,DragonHeart,31.791979,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,115267375.0,103.0,6.4,535,58267375.0,1.022234649122807,Average,['Fantasy'],
60000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",10589,After the Sunset,14.113066,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Contrafilm"", ""id"": 1836}, {""name"": ""Firm Films"", ""id"": 1838}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-11,61347797.0,97.0,6.0,226,1347797.0,0.022463283333333334,Average,"['Action', 'Comedy', 'Crime', 'Drama']",2004.0
57000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",71676,Ghost Rider: Spirit of Vengeance,48.622278,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Marvel Knights"", ""id"": 11106}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Crystal Sky Pictures"", ""id"": 20241}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-10-12,149217355.0,95.0,4.7,1135,92217355.0,1.6178483333333333,Average,"['Action', 'Fantasy', 'Thriller']",2011.0
57000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",1722,Captain Corelli's Mandolin,9.061866,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",,62112895.0,131.0,5.5,145,5112895.0,0.08969991228070176,Average,"['Drama', 'History', 'Romance']",
56000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 53, ""name"": ""Thriller""}]",10022,The Pacifier,35.4763,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Spyglass Entertainment"", ""id"": 158}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-04-03,113006880.0,95.0,5.8,842,57006880.0,1.01798,Average,"['Action', 'Comedy', 'Drama', 'Family', 'Thriller']",2005.0
56000000.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",11358,Walking Tall,23.438398,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""WWE Studios"", ""id"": 10339}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Burke/Samples/Foster Productions"", ""id"": 23938}, {""name"": ""Cub Eight Productions"", ""id"": 23940}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-02-04,57223890.0,86.0,6.0,381,1223890.0,0.02185517857142857,Average,"['Adventure', 'Drama', 'Action', 'Thriller']",2004.0
55000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",13,Forrest Gump,138.133331,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-06-07,677945399.0,142.0,8.2,7927,622945399.0,11.326279981818182,Hit,"['Comedy', 'Drama', 'Romance']",1994.0
60000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",6477,Alvin and the Chipmunks,47.336034,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,361366633.0,92.0,5.5,1177,301366633.0,5.022777216666666,Hit,"['Comedy', 'Music', 'Family', 'Fantasy', 'Animation']",
55000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1597,Meet the Parents,29.97224,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""Nancy Tenenbaum Films"", ""id"": 41248}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-06-10,330444045.0,108.0,6.6,1698,275444045.0,5.008073545454545,Hit,"['Comedy', 'Romance']",2000.0
55000000.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",10530,Pocahontas,47.845589,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,346079773.0,81.0,6.7,1457,291079773.0,5.292359509090909,Hit,"['Adventure', 'Animation', 'Drama', 'Family']",
55000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1924,Superman,48.507081,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dovemead Films"", ""id"": 51861}, {""name"": ""Film Export A.G."", ""id"": 51862}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,300218018.0,143.0,6.9,1022,245218018.0,4.458509418181818,Hit,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",
54000000.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",9327,The Nutty Professor,20.28119,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,128769345.0,95.0,5.4,702,74769345.0,1.3846175,Average,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",
70000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8488,Hitch,34.576913,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-10-02,368100420.0,118.0,6.4,1665,298100420.0,4.258577428571429,Hit,"['Comedy', 'Drama', 'Romance']",2005.0
55000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",8273,American Wedding,36.194802,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}, {""name"": ""LivePlanet"", ""id"": 7161}, {""name"": ""Loumolo & Co."", ""id"": 52942}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-08,231449203.0,103.0,6.0,1129,176449203.0,3.208167327272727,Hit,"['Comedy', 'Romance']",2003.0
55000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",109424,Captain Phillips,52.786917,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-10,95000000.0,134.0,7.6,2454,40000000.0,0.7272727272727273,Average,"['Action', 'Drama', 'Thriller']",2013.0
55000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",35056,Date Night,38.06168,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-08-04,152263880.0,97.0,5.9,1122,97263880.0,1.768434181818182,Average,['Comedy'],2010.0
50000000.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",8839,Casper,19.830132,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""The Harvey Entertainment Company"", ""id"": 11098}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,287928194.0,100.0,6.0,1019,237928194.0,4.75856388,Hit,"['Fantasy', 'Comedy', 'Family']",
55000000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",156022,The Equalizer,79.922059,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Lonetree Entertainment"", ""id"": 41096}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,192330738.0,132.0,7.1,2954,137330738.0,2.496922509090909,Hit,"['Thriller', 'Action', 'Crime']",
55000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7303,Maid in Manhattan,19.738215,"[{""name"": ""Red Om Films"", ""id"": 2455}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,154906693.0,105.0,5.6,485,99906693.0,1.8164853272727273,Average,"['Comedy', 'Drama', 'Romance']",
53000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",8963,Crimson Tide,20.334629,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-12-05,157387195.0,116.0,7.0,498,104387195.0,1.9695697169811321,Average,"['Action', 'Thriller', 'Drama']",1995.0
55000000.0,"[{""id"": 18, ""name"": ""Drama""}]",1402,The Pursuit of Happyness,80.581367,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,307077295.0,117.0,7.7,2525,252077295.0,4.583223545454546,Hit,['Drama'],
55000000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",9315,Flightplan,32.05145,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,223387299.0,98.0,6.1,772,168387299.0,3.0615872545454543,Hit,"['Thriller', 'Drama', 'Mystery']",
55000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",8984,Disclosure,15.064058,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Baltimore Pictures"", ""id"": 11407}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-09-12,214015089.0,123.0,5.9,210,159015089.0,2.891183436363636,Hit,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",1994.0
55000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",795,City of Angels,21.272734,"[{""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Monarchy Enterprises B.V."", ""id"": 676}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Taurus Film"", ""id"": 20555}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1998-10-04,198685114.0,114.0,6.4,529,143685114.0,2.612456618181818,Hit,"['Drama', 'Fantasy', 'Romance']",1998.0
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",24,Kill Bill: Vol. 1,79.754966,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Super Cool ManChu"", ""id"": 39121}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-10-10,180949000.0,111.0,7.7,4949,150949000.0,5.031633333333334,Hit,"['Action', 'Crime']",2003.0
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",393,Kill Bill: Vol. 2,50.622607,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Super Cool ManChu"", ""id"": 39121}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,152159461.0,136.0,7.6,3948,122159461.0,4.071982033333334,Hit,"['Action', 'Crime', 'Thriller']",
55000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",9618,Tango & Cash,22.787667,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,63408614.0,104.0,6.1,458,8408614.0,0.1528838909090909,Average,"['Action', 'Adventure', 'Comedy']",
55000000.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",9374,Death Becomes Her,29.498304,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,149022650.0,104.0,6.3,636,94022650.0,1.7095027272727272,Average,"['Fantasy', 'Comedy']",
55000000.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",8584,Shanghai Noon,25.400935,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Roger Birnbaum Productions"", ""id"": 961}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,56932305.0,110.0,6.2,735,1932305.0,0.03513281818181818,Average,"['Adventure', 'Action', 'Comedy', 'Western']",
55000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2320,Executive Decision,17.231675,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,121969216.0,133.0,5.8,256,66969216.0,1.2176221090909092,Average,"['Action', 'Adventure', 'Drama', 'Thriller']",
55000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",58224,Mr. Popper's Penguins,32.835777,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Dune Entertainment III"", ""id"": 6332}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,187361754.0,94.0,5.7,751,132361754.0,2.4065773454545454,Hit,"['Comedy', 'Family']",
55000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",1729,The Forbidden Kingdom,17.097041,"[{""name"": ""Casey Silver Productions"", ""id"": 877}, {""name"": ""China Film Co-Production Corporation"", ""id"": 2269}, {""name"": ""Huayi Brothers"", ""id"": 3393}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,127906624.0,104.0,6.3,461,72906624.0,1.325574981818182,Average,"['Action', 'Adventure', 'Fantasy']",
55000000.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",175574,Free Birds,14.414937,"[{""name"": ""Reel FX Creative Studios"", ""id"": 2787}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,110000000.0,91.0,5.7,254,55000000.0,1.0,Average,"['Animation', 'Comedy', 'Family']",
50000000.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",8077,Alien³,45.856409,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Brandywine Productions"", ""id"": 19747}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,159773545.0,114.0,6.2,1633,109773545.0,2.1954709,Hit,"['Science Fiction', 'Action', 'Horror']",
55000000.0,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",8818,Evita,7.027139,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",,141047179.0,134.0,5.9,120,86047179.0,1.5644941636363636,Average,"['History', 'Drama', 'Music']",
55000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 12, ""name"": ""Adventure""}]",8195,Ronin,32.657488,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""FGM Entertainment"", ""id"": 2347}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,41610884.0,122.0,6.7,658,-13389116.0,-0.24343847272727273,Flop,"['Action', 'Thriller', 'Crime', 'Adventure']",
50000000.0,"[{""id"": 12, ""name"": ""Adventure""}]",10586,The Ghost and the Darkness,12.46525,"[{""name"": ""Constellation Films"", ""id"": 457}, {""name"": ""Paramount"", ""id"": 6033}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-11-10,75000000.0,109.0,6.4,236,25000000.0,0.5,Average,['Adventure'],1996.0
55000000.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",116149,Paddington,39.882276,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""TF1"", ""id"": 22123}, {""name"": ""Amazon Prime Instant Video"", ""id"": 58773}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",,259207227.0,95.0,7.0,883,204207227.0,3.7128586727272728,Hit,"['Family', 'Comedy']",
68000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",80035,The Watch,39.395881,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Down Productions"", ""id"": 37336}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,68267862.0,98.0,5.3,881,267862.0,0.003939147058823529,Average,['Comedy'],
55000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10632,The Hunted,8.634954,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Alphaville Films"", ""id"": 11462}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-11-03,34234008.0,94.0,6.0,189,-20765992.0,-0.3775634909090909,Flop,"['Drama', 'Action', 'Thriller', 'Crime']",2003.0
55000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",1792,Stuck on You,8.802525,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Conundrum Entertainment"", ""id"": 1156}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-10-12,33828318.0,118.0,5.1,188,-21171682.0,-0.38493967272727275,Flop,['Comedy'],2003.0
60000000.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",72197,The Pirates! In an Adventure with Scientists!,23.700759,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Aardman Animations"", ""id"": 297}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2012-12-03,118338361.0,88.0,6.4,374,58338361.0,0.9723060166666667,Average,"['Animation', 'Adventure', 'Family', 'Comedy']",2012.0
55000000.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",3580,Changeling,27.50916,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,113020255.0,141.0,7.3,1131,58020255.0,1.0549137272727274,Average,"['Crime', 'Drama', 'Mystery']",
50000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",12123,Chain Reaction,20.58862,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Chicago Pacific Entertainment"", ""id"": 2377}, {""name"": ""Zanuck Company, The"", ""id"": 20004}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-02-08,60209334.0,107.0,5.3,284,10209334.0,0.20418668,Average,"['Action', 'Drama', 'Science Fiction', 'Thriller']",1996.0
55000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",9566,The Fan,4.366488,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,18626419.0,116.0,5.7,194,-36373581.0,-0.6613378363636364,Flop,"['Drama', 'Mystery', 'Thriller']",
70000000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9833,The Phantom of the Opera,18.927463,"[{""name"": ""Odyssey Entertainment"", ""id"": 3539}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Really Useful Films"", ""id"": 38504}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-12,154648887.0,143.0,7.0,438,84648887.0,1.2092698142857143,Average,"['Thriller', 'Drama', 'Romance']",2004.0
55000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",4517,Elizabeth: The Golden Age,15.274137,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-09-09,74237563.0,114.0,6.6,303,19237563.0,0.3497738727272727,Average,"['Drama', 'History', 'Romance']",2007.0
62000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",8202,Æon Flux,29.954302,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Colossal Pictures"", ""id"": 6041}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11533}, {""name"": ""MTV Productions"", ""id"": 11534}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,52304001.0,93.0,5.4,703,-9695999.0,-0.1563870806451613,Flop,"['Action', 'Science Fiction']",
56000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",16072,Gods and Generals,4.362535,"[{""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Turner Pictures"", ""id"": 1765}, {""name"": ""Antietam Filmworks"", ""id"": 17462}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,12923936.0,214.0,6.1,48,-43076064.0,-0.7692154285714285,Flop,"['Drama', 'History', 'War']",
55000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",34314,Turbulence,4.700024,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Rysher Entertainment"", ""id"": 11661}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-01,11466088.0,100.0,5.2,62,-43533912.0,-0.7915256727272727,Flop,"['Action', 'Thriller', 'Crime']",1997.0
